timestamp,ip,track,artist,device,country,latitude,longitude,city,region,country_full
2023-07-22T16:20:09Z,92.159.204.72,Le pêcheur,Citron Sucré,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T16:23:22Z,92.159.204.72,Kesh,Citron Sucré,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T16:27:18Z,92.159.204.72,Poupée de Cire Poupée de Son,Citron Sucré,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T16:31:12Z,92.159.204.72,Mékong,Citron Sucré,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T16:35:32Z,92.159.204.72,On est bien à cette allure,Citron Sucré,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T16:55:59Z,92.159.204.72,Lust For Life,Iggy Pop,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T16:56:07Z,92.159.204.72,Success,Iggy Pop,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T17:01:20Z,92.159.204.72,Lust For Life,Iggy Pop,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T17:03:47Z,92.159.204.72,Sixteen,Iggy Pop,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T17:06:38Z,92.159.204.72,Some Weird Sin,Iggy Pop,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T17:08:54Z,92.159.204.72,Success,Iggy Pop,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T17:14:32Z,92.159.204.72,Vestale,Irène Drésel,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-22T18:12:41Z,92.184.100.197,Victoire,Irène Drésel,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T22:28:21Z,92.184.100.49,Legend Has It,Run The Jewels,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T22:31:24Z,92.184.100.49,ooh la la (feat. Greg Nice & DJ Premier),Run The Jewels,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T22:35:19Z,92.184.100.49,Close Your Eyes (And Count to Fuck),Run The Jewels,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T22:37:52Z,92.184.100.49,"Blockbuster Night, Pt. 1",Run The Jewels,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T22:41:22Z,92.184.100.49,Run The Jewels,Run The Jewels,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T22:51:06Z,92.184.100.49,Nobody Speak,DJ Shadow,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-22T23:18:16Z,92.184.100.49,Watan El Akk,Maryam Saleh,android,FR,48.8534,2.3488,Paris,Île-de-France,France
2023-07-23T10:31:41Z,92.159.204.72,Melody,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T10:33:42Z,92.159.204.72,Ballade de Melody Nelson,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T10:35:14Z,92.159.204.72,Valse de Melody,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T10:37:03Z,92.159.204.72,Ah Melody,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T10:41:09Z,92.159.204.72,L'hôtel particulier,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T10:44:36Z,92.159.204.72,En Melody,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T10:52:16Z,92.159.204.72,Cargo culte,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T12:23:40Z,92.184.107.172,Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T12:25:40Z,92.184.107.172,Ballade de Melody Nelson,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T12:27:12Z,92.184.107.172,Valse de Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T12:29:02Z,92.184.107.172,Ah Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T12:33:08Z,92.184.107.172,L'hôtel particulier,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T12:36:34Z,92.184.107.172,En Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T12:44:14Z,92.184.107.172,Cargo culte,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T13:39:50Z,92.184.107.172,Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:05:17Z,92.184.107.172,Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:07:17Z,92.184.107.172,Ballade de Melody Nelson,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:08:49Z,92.184.107.172,Valse de Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:10:39Z,92.184.107.172,Ah Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:14:45Z,92.184.107.172,L'hôtel particulier,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:18:10Z,92.184.107.172,En Melody,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:25:51Z,92.184.107.172,Cargo culte,Serge Gainsbourg,android,FR,46.6955,-0.70168,Saint-Pierre-du-Chemin,Pays de la Loire,France
2023-07-23T14:47:34Z,92.159.204.72,Melody,Serge Gainsbourg,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:29:09Z,92.159.204.72,Strasbourg,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:32:08Z,92.159.204.72,Retreat,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:33:56Z,92.159.204.72,22 Grand Job,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:36:14Z,92.159.204.72,Open Book,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:40:01Z,92.159.204.72,The Guilt,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:43:46Z,92.159.204.72,Binary Love,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:47:55Z,92.159.204.72,We Are All Animals,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:50:30Z,92.159.204.72,Violent,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:54:06Z,92.159.204.72,T Bone,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T16:57:00Z,92.159.204.72,Terror!,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T17:01:06Z,92.159.204.72,Work Work Work - Pub Club Sleep,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T17:58:54Z,92.159.204.72,Strasbourg,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:00:40Z,92.159.204.72,22 Grand Job,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:02:58Z,92.159.204.72,Open Book,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:06:45Z,92.159.204.72,The Guilt,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:10:30Z,92.159.204.72,Binary Love,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:14:39Z,92.159.204.72,We Are All Animals,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:17:14Z,92.159.204.72,Violent,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T18:31:57Z,92.159.204.72,T Bone,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T19:48:24Z,92.159.204.72,T Bone,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T19:51:19Z,92.159.204.72,Terror!,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-23T19:55:25Z,92.159.204.72,Work Work Work - Pub Club Sleep,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-24T06:39:11Z,92.184.102.116,Strasbourg,The Rakes,android,FR,48.7999,2.33256,Arcueil,Île-de-France,France
2023-07-24T07:20:40Z,92.184.102.116,Retreat,The Rakes,android,FR,48.7999,2.33256,Arcueil,Île-de-France,France
2023-07-25T11:50:50Z,92.184.112.212,Strasbourg,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T11:53:48Z,92.184.112.212,Retreat,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T11:55:20Z,92.184.112.212,22 Grand Job,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T11:55:58Z,92.184.112.9,22 Grand Job,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:13:16Z,92.184.112.9,22 Grand Job,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:15:33Z,92.184.112.9,Open Book,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:19:20Z,92.184.112.9,The Guilt,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:23:06Z,92.184.112.9,Binary Love,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:27:20Z,92.184.112.9,We Are All Animals,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:29:55Z,92.184.112.9,Violent,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:33:31Z,92.184.112.9,T Bone,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:36:27Z,92.184.112.9,Terror!,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T14:40:32Z,92.184.112.9,Work Work Work - Pub Club Sleep,The Rakes,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-25T15:15:43Z,92.184.112.9,,,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:32:33Z,92.184.121.205,,,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:35:31Z,92.184.121.205,Retreat,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:37:17Z,92.184.121.205,22 Grand Job,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:39:35Z,92.184.121.205,Open Book,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:43:23Z,92.184.121.205,The Guilt,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:47:07Z,92.184.121.205,Binary Love,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:51:16Z,92.184.121.205,We Are All Animals,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:53:51Z,92.184.121.205,Violent,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T08:57:27Z,92.184.121.205,T Bone,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-27T12:28:07Z,92.159.204.72,Terror!,The Rakes,windows,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-28T08:21:21Z,2a01:cb0d:807f:7fc9:ec79:b1eb:dd66:e135,Ça m'a tellement manqué,Balladur,windows,FR,50.6375,3.0542,Lille,Hauts-de-France,France
2023-07-28T09:08:08Z,2a01:cb0d:807f:7fc9:ec79:b1eb:dd66:e135,Tu mens,Balladur,windows,FR,50.6375,3.0542,Lille,Hauts-de-France,France
2023-07-29T07:46:59Z,92.159.204.72,Helter Skelter,Bettina Koester,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T07:51:36Z,92.159.204.72,Ego Dames,Au Bonheur Des Dames,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T07:55:08Z,92.159.204.72,Garbageman,The Cramps,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T07:55:09Z,92.159.204.72,Helter Skelter,Bettina Koester,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T07:58:27Z,92.159.204.72,Do The Funky Chicken,Rufus Thomas,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T08:01:59Z,92.159.204.72,Night Train,James Brown,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T08:31:52Z,92.159.204.72,Go To The Mardi Gras,Professor Longhair,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:27:44Z,92.159.204.72,Tu mens,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:31:10Z,92.159.204.72,Verse-moi,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:36:37Z,92.159.204.72,Olympic Layat,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:41:21Z,92.159.204.72,Aku,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:48:16Z,92.159.204.72,Jalan,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:53:51Z,92.159.204.72,Occhiali del Sole,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-29T10:59:53Z,92.159.204.72,Michaela,Balladur,android,FR,45.748,4.85,Lyon,Auvergne-Rhône-Alpes,France
2023-07-30T05:22:25Z,92.184.107.6,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:22:41Z,92.184.107.6,Ego Dames,Au Bonheur Des Dames,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:22:43Z,92.184.107.6,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:27:47Z,92.184.107.6,Rock 'N' Roll Singer,AC/DC,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:27:53Z,92.184.107.6,The Jack,AC/DC,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:33:41Z,92.184.107.6,Live Wire,AC/DC,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:37:07Z,92.184.107.6,T.N.T.,AC/DC,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T05:37:38Z,92.184.107.6,New Rules,Dua Lipa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:20:58Z,92.184.107.6,Nuova Napoli,Nu Genea,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:23:10Z,92.184.107.6,Olélé moliba makasi,Jean-Marie Bolangassa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:29:12Z,92.184.107.6,Olélé moliba makasi,Jean-Marie Bolangassa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:31:25Z,92.184.107.6,Olélé moliba makasi,Jean-Marie Bolangassa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:33:38Z,92.184.107.6,Olélé moliba makasi,Jean-Marie Bolangassa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:35:52Z,92.184.107.6,Olélé moliba makasi,Jean-Marie Bolangassa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T07:38:05Z,92.184.107.6,Olélé moliba makasi,Jean-Marie Bolangassa,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:00:43Z,92.184.107.6,La maman des poissons,Boby Lapointe,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:00:43Z,92.184.107.6,Bruxelles,Dick Annegarn,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:03:21Z,92.184.107.6,"Une chanson douce - Le Loup, la biche et le chevalier",Henri Salvador,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:06:33Z,92.184.107.6,Love Is All,Roger Glover,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:09:16Z,92.184.107.6,Le lion est mort ce soir,Henri Salvador,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:11:57Z,92.184.107.6,Qui va garder mon crocodile cet été?,Ottawan,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:12:31Z,92.184.107.6,Mockingbird,Eminem,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:14:59Z,92.184.107.6,The Real Slim Shady,Eminem,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:17:04Z,92.184.107.6,Yesterday - Remastered 2009,The Beatles,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:17:10Z,92.184.107.6,Bring It On Home To Me,Sam Cooke,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:20:10Z,92.184.107.6,Can't Help Falling in Love,Elvis Presley,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T08:28:02Z,92.184.107.6,"Over the Rainbow (from ""The Wizard of Oz"") - 2022 Remaster",Judy Garland,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T10:05:16Z,92.184.107.6,Venus In Furs,Emmanuelle Seigner,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T10:10:12Z,92.184.107.6,It Must Change,ANOHNI,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T10:11:43Z,92.184.107.6,Go Ahead,ANOHNI,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T10:15:24Z,92.184.107.6,Sliver of Ice,ANOHNI,android,FR,47.1474,-1.53004,Les Sorinières,Pays de la Loire,France
2023-07-30T10:33:36Z,92.184.107.20,Can't,ANOHNI,android,FR,48.8834,2.23894,Puteaux,Île-de-France,France
2023-07-30T17:38:17Z,92.184.110.207,Helter Skelter,Bettina Koester,android,FR,43.5909,1.14911,Pujaudran,Occitanie,France
2023-07-30T17:43:24Z,92.184.110.207,Computer World - 2009 Remaster,Kraftwerk,android,FR,43.5909,1.14911,Pujaudran,Occitanie,France
